asn,vri_count
AS21928,48
AS205184,9
AS7203,14
AS19148,13
AS27411,16
AS30633,135
AS32613,38
AS59253,84
AS133752,33
AS136988,17
AS205544,99
AS393886,18
AS394380,4
AS395954,32
AS396190,16
AS396362,17
AS33287,2953
AS33657,693
AS33652,495
AS20214,390
AS22909,2245
AS33490,2323
AS33491,7810
AS7016,901
AS21508,280
AS33650,374
AS13367,1937
AS22258,1620
AS33666,105
AS33655,60
AS7922,755
AS401152,311
AS54600,76
AS7385,265
AS49770,44
AS211439,58
AS20068,5
AS7979,34
AS398465,139
AS399486,32
AS51847,106
AS48976,3
AS197795,5
AS65002,1
AS197450,98
AS19318,123
AS263812,48
AS13576,82
AS13760,135
AS399646,18
AS394760,6
AS147293,25
AS400725,5
AS198376,4
AS214026,4
AS198100,21
AS54309,9
AS213990,40
AS33601,2
AS395839,22
AS134729,5
AS401783,268
AS135375,16
AS212669,61
AS400810,43
AS400916,1
AS149440,152
AS203758,10
AS199737,17
AS13737,36
AS4766,104
AS18779,975
AS215728,21
AS400899,7
AS6939,683
AS400402,21
AS36829,14
AS23338,4
AS400043,1
AS26375,5
AS400536,55
AS12083,88
AS210715,9
AS397032,16
AS26421,14
AS397325,16
AS399110,2
AS400615,9
AS399487,2
AS32768,1
AS701,926
AS33660,1372
AS33662,3434
AS7725,3370
AS33656,67
AS33654,105
AS33665,60
AS33661,252
AS9500,52
AS9885,4
AS9829,3474
AS24203,626
AS3786,21
AS45430,76
AS4780,128
AS7552,31
AS9299,4339
AS55644,173
AS7470,176
AS1680,107
AS38040,21
AS18680,2
AS8551,4134
AS5432,48
AS24309,402
AS4230,81
AS394256,15
AS63213,5
AS25820,107
AS210110,129
AS400981,101
AS19157,33
AS10242,27
AS36103,70
AS394285,34
AS138322,51
AS38742,102
AS13445,161
AS47638,24
AS397332,5
AS16417,95
AS30238,54
AS30215,17
AS135377,427
AS19871,75
AS26337,45
AS46606,117
AS7992,37
AS62610,537
AS4229,12
AS5645,90
AS62646,2
AS63949,291
AS54098,10
AS394727,8
AS13820,7
AS43737,1
AS19531,9
AS46805,15
AS63119,58
AS40788,32
AS32475,16
AS7065,23
AS46375,22
AS20001,460
AS14315,44
AS207043,12
AS135392,8
AS18526,33
AS138888,79
AS136258,118
AS399861,35
AS135391,110
AS212336,30
AS55410,279
AS62564,11
AS215885,1
AS14236,1
AS401182,9
AS21887,103
AS54643,9
AS11831,12
AS393457,7
AS401400,2
AS23013,17
AS20417,3
AS15326,2
AS401418,12
AS27439,3
AS401414,2
AS401449,3
AS13780,13
AS11655,2
AS53758,2
AS398987,2
AS393224,2
AS53427,5
AS21557,2
AS16552,78
AS401468,4
AS395734,6
AS401457,2
AS3742,1
AS401463,2
AS62809,26
AS13405,2
AS399619,5
AS401469,4
AS397181,8
AS401443,18
AS400154,2
AS153391,8
AS400200,3
AS8143,4
AS399870,22
AS55077,5
AS401473,2
AS138997,68
AS400202,10
AS53388,7
AS400226,3
AS401481,2
AS395549,1
AS401474,7
AS401472,2
AS53356,206
AS401466,5
AS401467,2
AS396507,9
AS26879,6
AS399624,2
AS398879,4
AS398542,8
AS401487,1
AS62836,2
AS395033,2
AS46850,5
AS401486,4
AS4138,4
AS33083,14
AS202044,22
AS16909,24
AS401507,7
AS401511,14
AS15289,2
AS15082,6
AS965,7
AS153371,42
AS400179,3
AS395297,1
AS400393,2
AS213622,6
AS401502,2
AS18493,2
AS23297,3
AS398951,2
AS401490,2
AS401513,2
AS401561,16
AS32639,4
AS400323,2
AS401534,2
AS4213,79
AS21699,12
AS398646,9
AS3144,3
AS62744,14
AS401459,3
AS401510,2
AS400333,3
AS20184,1
AS26721,6
AS52210,20
AS212934,7
AS26766,2
AS400115,4
AS54416,2
AS401538,2
AS6936,2
AS397547,2
AS18783,3
AS20443,3
AS7247,4
AS401529,2
AS394625,21
AS25912,3
AS26939,2
AS30463,2
AS35972,2
AS31959,2
AS46574,2
AS53343,17
AS401328,2
AS149020,37
AS46951,2
AS36369,4
AS401227,7
AS400834,2
AS22630,2
AS63232,2
AS396480,7
AS401587,3
AS400950,4
AS399765,6
AS16827,2
AS401541,16
AS400593,2
AS23261,4
AS401553,2
AS396354,3
AS40818,16
AS13925,4
AS7346,3
AS214483,81
AS400312,2
AS61961,6
AS395631,2
AS401568,4
AS16611,23
AS399976,204
AS397382,2
AS46475,91
AS152918,30
AS19054,13
AS401556,5
AS401566,2
AS397454,2
AS401567,2
AS401560,1
AS401552,2
AS22659,2
AS395648,10
AS396423,5
AS401562,2
AS397472,3
AS13850,2
AS400596,2
AS36710,18
AS153320,8
AS401580,2
AS400289,4
AS401598,2
AS400477,2
AS401581,2
AS20091,3
AS401557,2
AS396893,4
AS42615,9
AS401619,2
AS397529,2
AS398999,6
AS401595,2
AS400443,3
AS26157,3
AS60223,11
AS36832,12
AS401632,2
AS400465,1
AS396872,9
AS40153,2
AS401614,2
AS400476,2
AS26930,10
AS57406,5
AS401604,3
AS7356,2
AS398020,6
AS400503,3
AS401631,2
AS18781,2
AS397248,3
AS13849,3
AS8095,53
AS401630,2
AS8079,2
AS46962,5
AS21665,2
AS400442,7
AS11967,26
AS400517,2
AS10981,3
AS17083,2
AS400512,2
AS23507,6
AS23506,5
AS18604,5
AS400519,6
AS400550,8
AS54681,25
AS399122,53
AS393524,6
AS27180,3
AS11867,2
AS213683,23
AS64272,2
AS27284,5
AS5670,5
AS400566,2
AS26922,2
AS924,12
AS60438,3
AS22188,3
AS400586,2
AS397592,2
AS400554,3
AS19468,2
AS36744,2
AS400564,3
AS21629,2
AS397554,3
AS26313,2
AS398496,4
AS17176,2
AS22462,3
AS398900,2
AS40712,2
AS401345,2
AS40958,1
AS20213,4
AS401608,2
AS400659,3
AS46161,3
AS46355,2
AS396935,2
AS215129,3
AS8796,94
AS395886,69
AS401698,2
AS14691,3
AS395475,6
AS19779,2
AS44570,25
AS400656,2
AS22339,2
AS63072,3
AS27207,1
AS40739,5
AS398862,2
AS209109,18
AS30077,3
AS397952,4
AS397994,5
AS19922,3
AS396855,2
AS215248,9
AS396064,9
AS1015,4
AS30456,33
AS395881,3
AS6304,2
AS20119,14
AS14847,2
AS11715,3
AS25957,4
AS14694,6
AS29803,2
AS400545,1
AS203939,5
AS394106,18
AS400146,6
AS11832,6
AS40662,4
AS54953,1
AS393373,2
AS14445,191
AS401665,5
AS401578,2
AS14478,3
AS23428,13
AS50842,5
AS397617,3
AS886,2
AS395214,3
AS40249,24
AS396416,33
AS63129,8
AS1002,11
AS395367,3
AS45691,28
AS29769,5
AS894,2
AS893,3
AS401616,1
AS206216,40
AS22295,8
AS53698,15
AS32109,3
AS50167,6
AS397656,2
AS32995,2
AS396856,13
AS395185,1
AS401442,2
AS397646,2
AS395898,6
AS394715,2
AS401682,12
AS397614,2
AS40663,22
AS55140,8
AS36083,3
AS401658,2
AS40448,7
AS401652,2
AS19710,2
AS1001,3
AS20071,2
AS400354,44
AS36222,8
AS267,4
AS988,2
AS54566,2
AS31799,4
AS54552,4
AS35876,9
AS40779,25
AS137899,33
AS142032,42
AS26286,13
AS1030,16
AS209699,11
AS23539,3
AS135883,7
AS401371,14
AS64260,3
AS400414,4
AS203062,15
AS26695,4
AS400910,2
AS23335,1
AS400282,2
AS25735,5
AS401734,3
AS19686,3
AS62887,3
AS401731,3
AS399244,39
AS46432,14
AS395494,9
AS14570,1
AS20387,2
AS213159,2
AS27172,3
AS46743,2
AS26073,13
AS62623,7
AS40536,5
AS26030,3
AS40893,2
AS62599,2
AS399587,24
AS64079,28
AS394019,5
AS401760,2
AS398099,2
AS401081,5
AS61400,29
AS950,5
AS20317,2
AS401753,2
AS401778,2
AS30542,2
AS397493,3
AS17217,2
AS964,7
AS16584,8
AS21626,2
AS32205,12
AS136160,12
AS154054,13
AS62516,2
AS396952,7
AS398898,5
AS400789,3
AS401233,5
AS4226,10
AS30247,10
AS401758,2
AS396108,2
AS400719,4
AS16968,1
AS32281,27
AS400004,2
AS398338,4
AS401786,3
AS400075,2
AS401696,24
AS401701,23
AS36002,5
AS401205,2
AS11930,2
AS400771,2
AS21752,2
AS61228,8
AS398032,3
AS399214,10
AS401805,2
AS34553,7
AS401825,1
AS400803,1
AS54004,117
AS400767,1
AS399613,2
AS207722,4
AS979,32
AS12202,3
AS397945,4
AS400808,3
AS216309,4
AS401833,2
AS19303,2
AS36262,26
AS401820,12
AS30382,7
AS401815,3
AS397326,3
AS400786,2
AS401297,4
AS203729,5
AS401857,2
AS33201,2
AS13536,41
AS401155,2
AS32340,1
AS398415,5
AS210000,10
AS401859,2
AS401855,2
AS1027,2
AS398485,3
AS986,3
AS401370,7
AS151338,29
AS208188,4
AS401736,2
AS54041,4
AS401831,2
AS394838,6
AS401879,4
AS393577,10
AS401866,2
AS38008,17
AS394144,13
AS395231,2
AS401897,2
AS401890,2
AS395409,3
AS401870,2
AS36236,276
AS401277,2
AS401896,4
AS1003,4
AS399989,152
AS401840,5
AS401911,2
AS400741,1
AS399594,2
AS151407,28
AS21807,2
AS969,6
AS401903,11
AS63334,3
AS397732,5
AS401925,1
AS400938,3
AS401928,2
AS395842,2
AS399688,3
AS1405,3
AS40401,8
AS396865,2
AS401816,2
AS394590,2
AS33628,3
AS40864,11
AS397911,5
AS21939,2
AS200510,2
AS923,4
AS32727,4
AS25618,1
AS19521,5
AS50104,17
AS400034,3
AS26187,2
AS47689,10
AS210761,2
AS35870,2
AS399272,3
AS399029,2
AS211051,1
AS54591,2
AS53544,2
AS46307,4
AS207420,4
AS1097,11
AS395596,2
AS400587,12
AS50131,89
AS201106,79
AS999,2
AS397666,15
AS395044,2
AS401962,2
AS62890,2
AS401970,2
AS397939,2
AS135074,37
AS146806,22
AS211392,87
AS401988,6
AS398065,4
AS401998,2
AS46689,2
AS401990,5
AS25731,3
AS401997,2
AS397427,5
AS401978,2
AS402006,1
AS44841,6
AS402010,2
AS394109,7
AS49585,10
AS203125,5
AS402000,3
AS399134,3
AS402026,2
AS812,187
AS213750,2
AS30114,5
AS394532,2
AS400932,4
AS395332,3
AS22961,5
AS402037,2
AS398041,6
AS7361,2
AS402044,2
AS54429,2
AS401973,2
AS402038,2
AS399820,9
AS402045,1
AS214696,7
AS402061,3
AS401455,2
AS29770,4
AS46664,11
AS204844,11
AS46824,7
AS402069,2
AS402075,4
AS199465,2
AS29994,2
AS807,7
AS398174,2
AS25855,4
AS18914,13
AS55078,2
AS142046,5
AS401143,2
AS37739,13
AS402090,1
AS400304,21
AS398009,3
AS62485,1
AS398196,2
AS395918,2
AS13732,1
AS33000,2
AS20067,2
AS19790,2
AS9516,5
AS393857,7
AS25645,82
AS398202,8
AS400458,3
AS401010,3
AS21820,3
AS54696,8
AS40279,5
AS397709,2
AS59678,16
AS30381,2
AS397270,20
AS16635,3
AS398223,3
AS30162,7
AS53283,6
AS44324,13
AS395173,13
AS20303,13
AS400812,2
AS31867,7
AS16925,3
AS18935,2
AS400618,16
AS63150,123
AS48231,3
AS32334,3
AS32598,2
AS23340,5
AS397031,13
AS40152,3
AS7819,10
AS395163,2
AS19364,4
AS26692,2
AS46793,3
AS11721,5
AS399533,5
AS213436,6
AS398157,1
AS396422,14
AS40694,2
AS401514,5
AS64289,81
AS151779,4
AS397018,5
AS394989,3
AS210645,11
AS397423,220
AS11776,1
AS30399,6
AS46365,3
AS399951,2
AS396097,21
AS22951,2
AS7034,3
AS948,3
AS19369,2
AS30344,3
AS25639,2
AS205552,3
AS215058,1
AS215187,2
AS400970,2
AS400893,3
AS35008,4
AS57974,14
AS32561,2
AS396142,2
AS54987,1
AS54256,4
AS32159,9
AS397095,2
AS59993,19
AS17045,6
AS400861,5
AS52025,125
AS22603,2
AS18470,2
AS17024,3
AS54113,5746
AS18603,2
AS55799,69
AS63916,80
AS399788,5
AS133199,72
AS212524,3
AS208504,2
AS57257,2
AS399532,2
AS398143,11
AS209104,1
AS14731,4
AS198087,1
AS22296,6
AS33535,3
AS63270,5
AS20277,2
AS396997,2
AS211954,2
AS198487,2
AS395261,14
AS46515,2
AS150698,19
AS40896,2
AS46246,4
AS32797,2
AS27535,2
AS401005,2
AS23347,4
AS54841,2
AS396302,2
AS399392,3
AS32217,4
AS25942,2
AS46109,4
AS400773,5
AS31857,8
AS62538,4
AS32872,3
AS6145,4
AS32913,8
AS21700,14
AS25944,2
AS216435,66
AS46983,2
AS398310,2
AS40706,2
AS33099,23
AS21527,6
AS197767,3
AS398292,3
AS197547,3
AS11611,6
AS53397,5
AS20367,1
AS4556,2
AS835,46
AS30036,3843
AS32826,2
AS53610,6
AS53740,6
AS397915,2
AS54632,5
AS397131,8
AS22597,2
AS46539,3
AS17243,3
AS63066,6
AS216440,3
AS46489,40
AS26902,2
AS18792,2
AS30671,3
AS800,19
AS26195,2
AS35868,3
AS36318,5
AS397041,23
AS54785,2
AS39937,6
AS36527,3
AS54148,34
AS39618,24
AS32526,4
AS398328,5
AS62668,3
AS396004,6
AS395510,4
AS395512,5
AS46918,6
AS215475,2
AS12131,7
AS400192,2
AS36140,2
AS18646,4
AS959,4
AS398447,8
AS10779,3
AS18932,3
AS398493,24
AS11004,2
AS400529,32
AS13356,2
AS398565,2
AS25737,2
AS400882,3
AS400758,8
AS401170,15
AS199310,9
AS64256,2
AS216321,17
AS398549,76
AS22751,3
AS211759,22
AS46980,2
AS55138,2
AS397142,15
AS30654,2
AS40785,3
AS394814,8
AS23061,2
AS11913,2
AS54721,3
AS400799,6
AS20364,3
AS11925,4
AS393336,46
AS394055,2
AS20020,2
AS398764,1
AS33755,6
AS401835,19
AS31998,8
AS19762,8
AS19382,12
AS11775,4
AS399980,2
AS396100,3
AS25815,2
AS53763,2
AS20208,2
AS399737,2
AS40924,2
AS393444,9
AS395901,3
AS397668,2
AS21805,7
AS398193,3
AS398759,2
AS46733,4
AS33436,8
AS14490,7
AS398698,2
AS398712,16
AS398717,3
AS53684,4
AS201579,8
AS54043,2
AS54143,2
AS395497,2
AS11665,2
AS62716,2
AS1062,2
AS62707,33
AS139267,33
AS46088,2
AS19415,2
AS40202,3
AS17387,2
AS394743,4
AS53301,1
AS33263,4
AS26886,3
AS21647,2
AS396996,2
AS55016,6
AS19651,17
AS63127,4
AS40343,3
AS54082,2
AS36165,4
AS21868,2
AS26006,7
AS398960,3
AS30205,2
AS30307,4
AS53856,29
AS29757,16
AS399935,2
AS199184,4
AS30514,2
AS54686,5
AS27458,3
AS54804,12
AS30006,5
AS19045,12
AS30208,2
AS399011,5
AS19879,3
AS36303,3
AS401766,1
AS63008,3
AS395823,3
AS400919,13
AS213550,5
AS17378,125
AS16970,17
AS23077,4
AS46766,9
AS32673,2
AS215907,13
AS399091,13
AS13717,2
AS63356,2
AS19568,2
AS394449,5
AS58202,5
AS399448,1
AS47629,30
AS211061,2
AS395585,2
AS11117,6
AS53654,2
AS46705,2
AS46384,2
AS30690,7
AS26520,2
AS396967,1
AS396313,3
AS40569,2
AS400929,3
AS12243,12
AS400734,3
AS53727,11
AS400688,2
AS399756,2
AS394142,10
AS47272,49
AS1024,22
AS22679,2
AS36858,6
AS32595,15
AS201217,12
AS25948,7
AS20057,10
AS134176,57
AS398741,5
AS33622,2
AS399055,4
AS400928,4
AS55134,6
AS40772,16
AS33039,8
AS19740,23
AS396279,4
AS11281,5
AS32127,4
AS399200,4
AS147002,8
AS396073,40
AS397672,3
AS16870,2
AS54364,2
AS22497,4
AS394868,5
AS397736,2
AS399693,3
AS399338,2
AS11848,3
AS30323,3
AS149513,23
AS29774,3
AS46998,5
AS19684,21
AS397257,1
AS401280,2
AS10804,2
AS399082,4
AS63296,13
AS33296,6
AS4508,4
AS266777,6
AS400930,2
AS51082,17
AS396908,132
AS36168,4
AS400967,4
AS40081,3
AS46808,1
AS32943,5
AS27523,3
AS62711,3
AS54316,2
AS23121,5
AS394367,3
AS53680,1
AS53889,3
AS401008,4
AS32097,14
AS20220,4
AS401021,2
AS17095,2
AS36680,6
AS401065,1
AS23459,3
AS397376,5
AS400918,2
AS399478,2
AS401017,2
AS399306,3
AS401036,2
AS12198,16
AS18450,29
AS401009,5
AS35990,2
AS399466,2
AS62582,5
AS395719,3
AS23532,38
AS400342,12
AS399825,2
AS400992,24
AS13437,2
AS46723,4
AS46488,5
AS32169,3
AS26370,4
AS14923,2
AS62838,10
AS395417,2
AS62611,7
AS46841,13
AS40216,3
AS399805,4
AS401031,2
AS399717,3
AS27520,4
AS401612,4
AS59117,3
AS401119,2
AS399340,1
AS14807,3
AS53514,2
AS20373,7
AS26253,17
AS399663,3
AS14099,2
AS401104,12
AS399568,2
AS401012,13
AS25819,2
AS399747,2
AS401139,2
AS399728,19
AS401147,2
AS401179,2
AS23738,11
AS401167,2
AS401202,2
AS22363,20
AS30094,5
AS18780,5
AS54702,11
AS401933,3
AS399599,3
AS394887,3
AS63311,5
AS394763,2
AS395657,4
AS400647,2
AS33385,2
AS396877,2
AS53667,43
AS21903,14
AS401131,2
AS401214,2
AS399087,2
AS399881,2
AS401228,2
AS401222,2
AS394656,2
AS399694,2
AS40124,4
AS32267,4
AS46829,18
AS216132,3
AS401267,2
AS63394,7
AS393435,3
AS40278,2
AS36064,2
AS399889,4
AS33741,2
AS27485,2
AS30265,2
AS401023,2
AS36382,3
AS399032,2
AS216360,4
AS212512,13
AS47055,3
AS401264,2
AS399525,3
AS983,16
AS395243,2
AS400005,3
AS53835,3
AS401274,2
AS20278,20
AS401727,3
AS32507,2
AS40139,11
AS393746,6
AS11358,7
AS40199,2
AS62517,4
AS399915,3
AS62467,9
AS401323,2
AS399897,1
AS396238,3
AS22224,3
AS46978,5
AS213073,8
AS396500,2
AS401368,2
AS401369,2
AS401052,2
AS399936,1
AS54046,1
AS395314,2
AS46505,3
AS16437,9
AS197841,5
AS6977,14
AS15020,16
AS62349,2
AS35430,1
AS395748,3
AS397700,4
AS63101,7
AS401332,11
AS401339,4
AS399803,1
AS400211,3
AS19625,9
AS401336,2
AS11064,2
AS15333,2
AS400240,2
AS19814,9
AS7837,2
AS40205,2
AS396891,3
AS400148,2
AS32211,2
AS395388,2
AS63183,5
AS401351,2
AS399606,7
AS393610,2
AS17290,4
AS40419,3
AS59895,31
AS400087,2
AS18771,5
AS401361,3
AS30700,4
AS26954,6
AS401404,2
AS401390,32
AS31788,5
AS400050,8
AS400142,2
AS400655,6
AS401401,2
AS401720,2
AS401489,2
AS401380,2
AS131702,2
AS52376,15
AS4657,73
AS50710,2769
AS6057,15
AS14522,25
AS43766,1382
AS7679,38
AS27947,82
AS23881,87
AS265753,9
AS266820,9
AS265849,2
AS138643,3
AS64013,8
AS138415,35
AS53755,19
AS62727,19
AS46687,14
AS203618,7
AS401914,1
AS396904,9
AS136501,41
AS25198,258
AS400633,19
AS3842,52
AS62679,2
AS33548,20
AS46320,20
AS395301,57
AS395201,21
AS23316,31
AS16591,300
AS55081,38
AS55286,44
AS400072,25
AS5400,154
AS54500,49
AS213382,3
AS35554,32
AS44893,33
AS47553,11
AS393559,24
AS32043,101
AS18950,2
AS400759,6
AS3561,120
AS62907,5
AS215595,15
AS5769,86
AS11878,73
AS54905,8
AS14828,7
AS20398,4
AS23096,3
AS7782,21
AS138195,36
AS60558,23
AS20454,101
AS146813,6
AS21866,5
AS6643,8
AS16815,8
AS2906,21
AS12271,154
AS134365,69
AS137443,120
AS152705,20
AS134773,2
AS41378,42
AS60024,11
AS32519,5
AS46997,26
AS1029,2
AS397797,4
AS26904,9
AS57844,50
AS40895,6
AS55201,149
AS34939,9
AS54502,10
AS399971,2
AS17017,5
AS7794,21
AS152156,4
AS142616,3
AS401585,6
AS12119,24
AS25710,4
AS40934,105
AS27602,8
AS400113,2
AS26658,95
AS57795,30
AS62468,101
AS29752,12
AS151373,34
AS18615,7
AS398766,4
AS54858,69
AS19257,17
AS12843,66
AS205908,3
AS62814,2
AS53848,9
AS12056,3
AS396879,1
AS16823,4
AS33489,295
AS33653,55
AS11351,193
AS13343,13
AS16787,91
AS11427,254
AS64731,1
AS33759,2
AS33141,2
AS400423,3
AS399034,5
AS32195,1
AS22362,4
AS398463,1
AS836,1
AS18960,1
AS55209,2
AS36681,1
AS30104,3
AS53482,2
AS53639,1
AS53640,1
AS53555,1
AS6128,61
AS4181,84
AS18474,9
AS10011,8
AS395761,4
AS4922,61
AS11232,95
AS11290,86
AS20347,34
AS11414,17
AS13807,29
AS4474,15
AS15198,9
AS18260,20
AS3737,24
AS11192,24
AS16739,7
AS6327,35
AS46123,2
AS11842,4
AS21615,2
AS53508,94
AS1651,10
AS11260,87
AS15344,3
AS11955,52
AS46236,1
AS13524,1
AS27364,44
AS401657,1
AS26325,1
AS23389,3
AS11633,1
AS11270,1
AS14299,3
AS27007,2
AS14149,1
AS7311,31
AS40264,25
AS21801,2
AS26720,1
AS35884,1
AS22759,1
AS62957,47
AS397124,1
AS65533,3
AS14901,2
AS64512,1
AS10838,61
AS33668,3342
AS396066,2
AS47524,27
AS31334,17
AS12097,34
AS53280,1
AS12231,5
AS394996,48
AS399898,6
AS400136,3
AS11025,10
AS33258,11
AS269481,2
AS270494,2
AS270470,2
AS273717,3
AS270563,3
AS270564,18
AS269976,2
AS269965,3
AS269964,2
AS269991,3
AS267823,23
AS270003,3
AS52573,26
AS270519,5
AS265369,4
AS270525,1
AS393756,1
AS54120,2
AS17051,1
AS13639,3
AS12213,15
AS398014,3
AS53993,1
AS53771,1
AS63248,1
AS14096,1
AS14334,3
AS21955,1
AS11904,43
AS40534,2
AS22415,1
AS22799,2
AS53657,1
AS36013,2
AS398006,2
AS10821,4
AS19108,30
AS394846,1
AS14155,10
AS33234,13
AS33362,31
AS398847,1
AS27325,1
AS22423,65
AS3763,1
AS32220,1
AS398777,5
AS27239,7
AS200598,38
AS8047,14
AS20028,3
AS395286,1
AS32989,1
AS19016,11
AS53720,1
AS53488,11
AS65199,1
AS40077,1
AS398408,1
AS65010,5
AS7818,1
AS11492,2
AS15013,1
AS36860,2
AS13980,4
AS46145,2
AS35910,1
AS20102,2
AS40346,4
AS35851,1
AS401149,1
AS65001,5
AS16858,2
AS395397,1
AS64521,3
AS206747,18
AS210536,6
AS55420,20
AS10102,9
AS45544,13
AS55900,21
AS132573,6
AS45415,29
AS10113,3
AS138915,480
AS132954,2
AS131607,14
AS49635,16
AS24435,76
AS138118,2
AS59288,2
AS153318,10
AS63678,1
AS63679,3
AS23650,6
AS63677,4
AS24186,179
AS395213,6
AS134871,3
AS198125,2
AS205848,11
AS131413,3
AS142502,33
AS45543,5
AS17501,70
AS9597,20
AS17941,12
AS45648,59
AS137125,71
AS18190,136
AS152335,6
AS55448,5
AS134090,32
AS131214,3
AS264825,12
AS38186,260
AS38478,10
AS45315,1
AS9535,1
AS45671,96
AS9674,19
AS138345,70
AS9874,47
AS55803,483
AS38719,93
AS45687,6
AS58396,11
AS59156,1
AS55453,22
AS24541,11
AS45245,46
AS133854,25
AS24560,430
AS45609,67
AS24086,17
AS38731,15
AS55523,1
AS38901,27
AS134913,5
AS132165,168
AS17547,968
AS18390,20
AS17809,111
AS10010,149
AS136946,9
AS59179,5
AS153040,2
AS23805,5
AS18049,67
AS4773,1038
AS45474,115
AS18182,9
AS18037,6
AS38325,48
AS6648,352
AS17625,161
AS45754,4
AS18129,9
AS132804,4
AS45498,28
AS136255,328
AS4609,22
AS8220,209
AS10021,37
AS23783,16
AS18115,7
AS132508,1
AS21443,1
AS24092,2
AS24492,10
AS55559,2
AS55561,17
AS4613,12
AS58477,20
AS24532,8
AS45768,11
AS23720,2
AS135132,4
AS133380,5
AS17819,39
AS9989,8
AS46063,8
AS140482,4
AS136052,49
AS9351,30
AS9354,35
AS9336,22
AS9378,12
AS131215,17
AS4713,78
AS7642,102
AS45582,29
AS149550,11
AS55581,9
AS55636,5
AS55376,5
AS55313,8
AS17903,3
AS24446,17
AS55652,9
AS55752,8
AS56111,13
AS55792,4
AS134520,26
AS9374,23
AS38195,168
AS58868,10
AS45706,6
AS139938,6
AS38082,51
AS133090,7
AS4648,20
AS45863,1
AS10310,12
AS23879,3
AS23926,3
AS38442,21
AS132827,41
AS55805,22
AS55832,54
AS58369,99
AS132146,2
AS137085,82
AS132116,70
AS133278,8
AS134113,164
AS151707,4
AS152039,2
AS152018,1
AS152110,2
AS151708,2
AS152052,3
AS152036,2
AS152020,2
AS9341,183
AS132634,12
AS41239,3
AS55811,5
AS55430,40
AS10024,144
AS55814,4
AS38466,177
AS18136,6
AS55821,240
AS154262,3
AS154260,4
AS63005,2
AS59268,47
AS2518,32
AS138524,34
AS38753,42
AS38636,3
AS55492,57
AS45121,9
AS23678,30
AS38880,63
AS45775,26
AS395717,8
AS9370,34
AS7672,18
AS24284,3
AS17969,5
AS17552,53
AS18429,50
AS23688,25
AS10201,12
AS153746,5
